id,name,courseState,section,enrollmentCode,guardiansEnabled,alternateLink,ownerId,creationTime,updateTime,calendarId,courseGroupEmail,teacherGroupEmail,teacherFolder.id,teacherFolder.title,teacherFolder.alternateLink,gradebookSettings.calculationType,gradebookSettings.displaySetting
867761800852,05. 5-В клас. Основи християнської етики (2026-2027),ACTIVE,,oilreebx,True,https://classroom.google.com/c/ODY3NzYxODAwODUy,112650800097094238847,2026-06-12T05:25:54Z,2026-06-12T05:25:54Z,,05_5_2026_2027_be99bf7a@schoolgus.ukr.education,05_5_2026_2027_teachers_e177460f@schoolgus.ukr.education,1baIihS5P4LaMkFVCQeGxsG9gAupTwjJ4Lg3qv23czBcbBd0dXetnpMMywzM7nqUhb1Fcxbrm,,,TOTAL_POINTS,HIDE_OVERALL_GRADE
867759714687,05. 5-В клас. Друга мова (Польська) (Гр. 1) (2026-2027),ACTIVE,,q5atlvvw,True,https://classroom.google.com/c/ODY3NzU5NzE0Njg3,112650800097094238847,2026-06-12T05:25:50Z,2026-06-12T05:25:50Z,,05_5_1_2026_2027_b125bc9d@schoolgus.ukr.education,05_5_1_2026_2027_teachers_46b61f8e@schoolgus.ukr.education,1xI779sgWwHbKHL4iqBBghNJ89tFCyKKkDKGgdlQ4N-eRJrupiVZgZBOdgZ51cnUDG0qd8sLB,05. 5-В клас. Друга мова (Польська) (Гр. 1) (2026-2027),https://drive.google.com/drive/folders/1xI779sgWwHbKHL4iqBBghNJ89tFCyKKkDKGgdlQ4N-eRJrupiVZgZBOdgZ51cnUDG0qd8sLB,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761804871,05. 5-В клас. Фізична культура (2026-2027),ACTIVE,,dkrecoc3,True,https://classroom.google.com/c/ODY3NzYxODA0ODcx,112650800097094238847,2026-06-12T05:25:47Z,2026-06-12T05:25:47Z,c_classroom9ce52b1c@group.calendar.google.com,05_5_2026_2027_6f330bb2@schoolgus.ukr.education,05_5_2026_2027_teachers_d18d20fb@schoolgus.ukr.education,1hDQBfZ4zsL7VzJ-83JiAo4IGh0hYcEE8hqm5zMDnYe8AgzinsgxZfIf_wFKJJKlJIM-_TVDQ,05. 5-В клас. Фізична культура (2026-2027),https://drive.google.com/drive/folders/1hDQBfZ4zsL7VzJ-83JiAo4IGh0hYcEE8hqm5zMDnYe8AgzinsgxZfIf_wFKJJKlJIM-_TVDQ,TOTAL_POINTS,HIDE_OVERALL_GRADE
867746491896,05. 5-В клас. Друга мова (Польська) (Гр. 2) (2026-2027),ACTIVE,,pziyrqvr,True,https://classroom.google.com/c/ODY3NzQ2NDkxODk2,112650800097094238847,2026-06-12T05:25:44Z,2026-06-12T05:25:44Z,c_classroom45e9b5fa@group.calendar.google.com,05_5_2_2026_2027_76d9db4e@schoolgus.ukr.education,05_5_2_2026_2027_teachers_73f22510@schoolgus.ukr.education,1YXYKUIWWaAgm-8OPYAfj7Qa95RWQrZYufr_UhiIqoB44_golVmDG8ObugDKWBS_6zISguYVh,05. 5-В клас. Друга мова (Польська) (Гр. 2) (2026-2027),https://drive.google.com/drive/folders/1YXYKUIWWaAgm-8OPYAfj7Qa95RWQrZYufr_UhiIqoB44_golVmDG8ObugDKWBS_6zISguYVh,TOTAL_POINTS,HIDE_OVERALL_GRADE
867760029722,05. 5-В клас. Логіка (2026-2027),ACTIVE,,p2w4kbes,True,https://classroom.google.com/c/ODY3NzYwMDI5NzIy,112650800097094238847,2026-06-12T05:25:40Z,2026-06-12T05:25:40Z,c_classroom23053a2e@group.calendar.google.com,05_5_2026_2027_fc68b341@schoolgus.ukr.education,05_5_2026_2027_teachers_f5bb1b77@schoolgus.ukr.education,1B1MF7nVutcQB6lFTFd3Wa6K4tjYUEZZG34t85ufGDjWzlRysFCZbSzWrFkqoaHO9cEbczKsn,05. 5-В клас. Логіка (2026-2027),https://drive.google.com/drive/folders/1B1MF7nVutcQB6lFTFd3Wa6K4tjYUEZZG34t85ufGDjWzlRysFCZbSzWrFkqoaHO9cEbczKsn,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761865129,05. 5-В клас. Мистецтво (2026-2027),ACTIVE,,ycoqhz2d,True,https://classroom.google.com/c/ODY3NzYxODY1MTI5,112650800097094238847,2026-06-12T05:25:37Z,2026-06-12T05:25:37Z,c_classroom3aabb750@group.calendar.google.com,05_5_2026_2027_4c8e437a@schoolgus.ukr.education,05_5_2026_2027_teachers_3fbadf0c@schoolgus.ukr.education,178FzLbtVkLqi2x8R9HN7winFkXfdtfVhRr6b5wJoPZTW1H6wIYN5WmRZ5MzCeH9mGWanar9j,05. 5-В клас. Мистецтво (2026-2027),https://drive.google.com/drive/folders/178FzLbtVkLqi2x8R9HN7winFkXfdtfVhRr6b5wJoPZTW1H6wIYN5WmRZ5MzCeH9mGWanar9j,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761272864,05. 5-В клас. Технології (Трудове) (Гр. 2) (2026-2027),ACTIVE,,32eccjih,True,https://classroom.google.com/c/ODY3NzYxMjcyODY0,112650800097094238847,2026-06-12T05:25:33Z,2026-06-12T05:25:33Z,c_classroom2a73e58f@group.calendar.google.com,05_5_2_2026_2027_a98d2614@schoolgus.ukr.education,05_5_2_2026_2027_teachers_ca789f54@schoolgus.ukr.education,1roEzm4TzTJlE0ZrIPVM9igySSaAbHN6B8upNjiS4tsswwBNcRdxJLWjLGEJN3CHT6CMRoIUv,05. 5-В клас. Технології (Трудове) (Гр. 2) (2026-2027),https://drive.google.com/drive/folders/1roEzm4TzTJlE0ZrIPVM9igySSaAbHN6B8upNjiS4tsswwBNcRdxJLWjLGEJN3CHT6CMRoIUv,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761549693,05. 5-В клас. Інформатика (Гр. 1) (2026-2027),ACTIVE,,t6t7yopw,True,https://classroom.google.com/c/ODY3NzYxNTQ5Njkz,112650800097094238847,2026-06-12T05:25:29Z,2026-06-12T05:25:29Z,c_classroom92877833@group.calendar.google.com,05_5_1_2026_2027_0eeebc4c@schoolgus.ukr.education,05_5_1_2026_2027_teachers_e12706cc@schoolgus.ukr.education,1dHoBsdMBVmXjWg6UStwR5vxrhMSZ918C3XicaduZrf7ow3NkpF9xAERimsxBnoXBzEkJUuTD,05. 5-В клас. Інформатика (Гр. 1) (2026-2027),https://drive.google.com/drive/folders/1dHoBsdMBVmXjWg6UStwR5vxrhMSZ918C3XicaduZrf7ow3NkpF9xAERimsxBnoXBzEkJUuTD,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761707653,05. 5-В клас. Інформатика (Гр. 2) (2026-2027),ACTIVE,,gfj6dbbd,True,https://classroom.google.com/c/ODY3NzYxNzA3NjUz,112650800097094238847,2026-06-12T05:25:26Z,2026-06-12T05:25:26Z,c_classroomd1eb8fa1@group.calendar.google.com,05_5_2_2026_2027_4dcc62d5@schoolgus.ukr.education,05_5_2_2026_2027_teachers_721ba78b@schoolgus.ukr.education,1HCJWJ9ch6Dvx6o6hT1iCevIJDGDNg8MweqFoRgg81mtXg9diBSWLsuIItlxTKGpTD5gVIJZE,05. 5-В клас. Інформатика (Гр. 2) (2026-2027),https://drive.google.com/drive/folders/1HCJWJ9ch6Dvx6o6hT1iCevIJDGDNg8MweqFoRgg81mtXg9diBSWLsuIItlxTKGpTD5gVIJZE,TOTAL_POINTS,HIDE_OVERALL_GRADE
867759560500,05. 5-В клас. Технології (Трудове) (Гр. 1) (2026-2027),ACTIVE,,3fqdapto,True,https://classroom.google.com/c/ODY3NzU5NTYwNTAw,112650800097094238847,2026-06-12T05:25:22Z,2026-06-12T05:25:22Z,c_classroomd5244a32@group.calendar.google.com,05_5_1_2026_2027_e64ec3ed@schoolgus.ukr.education,05_5_1_2026_2027_teachers_f2c9f45d@schoolgus.ukr.education,1wBYQBgv7URs06uyF5V3PUEdGg3DRXtDoLMtmX-MXorG8W81HSy7yATddH7ga6OAtQgGI7aZQ,05. 5-В клас. Технології (Трудове) (Гр. 1) (2026-2027),https://drive.google.com/drive/folders/1wBYQBgv7URs06uyF5V3PUEdGg3DRXtDoLMtmX-MXorG8W81HSy7yATddH7ga6OAtQgGI7aZQ,TOTAL_POINTS,HIDE_OVERALL_GRADE
