courseId,courseName,topicId,name,updateTime
867324295576,03. 03 клас. Екстернат (2026-2027),867325049639,Дизайн і технології,2026-06-08T08:30:19Z
867324295576,03. 03 клас. Екстернат (2026-2027),867325791107,Мистецтво,2026-06-08T08:30:14Z
867324295576,03. 03 клас. Екстернат (2026-2027),855023050514,Інформатика,2026-06-08T08:30:10Z
867324295576,03. 03 клас. Екстернат (2026-2027),867325791882,Англійська мова,2026-06-08T08:30:05Z
867324295576,03. 03 клас. Екстернат (2026-2027),867325982138,Я досліджую світ (ЯДС),2026-06-08T08:30:01Z
867324295576,03. 03 клас. Екстернат (2026-2027),867325487602,Читання,2026-06-08T08:29:56Z
867324295576,03. 03 клас. Екстернат (2026-2027),867322761117,Українська мова,2026-06-08T08:29:52Z
867324295576,03. 03 клас. Екстернат (2026-2027),867323473051,Математика,2026-06-08T08:29:47Z
867324504631,03. 3-Г клас (2026-2027),867326225024,Мистецтво,2026-06-08T08:46:43Z
867324504631,03. 3-Г клас (2026-2027),867315234250,Дизайн і технології,2026-06-08T08:27:34Z
867324504631,03. 3-Г клас (2026-2027),867324919920,Я досліджую світ (ЯДС),2026-06-08T08:27:24Z
867324504631,03. 3-Г клас (2026-2027),867325734210,Читання,2026-06-08T08:27:20Z
867324504631,03. 3-Г клас (2026-2027),855023602844,Українська мова,2026-06-08T08:27:16Z
867324504631,03. 3-Г клас (2026-2027),867303518207,Математика,2026-06-08T08:27:11Z
867322809643,03. 3-В клас (2026-2027),867326023103,Мистецтво,2026-06-08T08:46:33Z
867322809643,03. 3-В клас (2026-2027),855022644263,Дизайн і технології,2026-06-08T08:27:07Z
867322809643,03. 3-В клас (2026-2027),855022787208,Я досліджую світ (ЯДС),2026-06-08T08:26:58Z
867322809643,03. 3-В клас (2026-2027),855022972752,Читання,2026-06-08T08:26:53Z
867322809643,03. 3-В клас (2026-2027),867325931881,Українська мова,2026-06-08T08:26:48Z
867322809643,03. 3-В клас (2026-2027),867323764509,Математика,2026-06-08T08:26:44Z
867323419328,03. 3-Б клас (2026-2027),867326332139,Мистецтво,2026-06-08T08:46:24Z
867323419328,03. 3-Б клас (2026-2027),867325189388,Дизайн і технології,2026-06-08T08:26:39Z
867323419328,03. 3-Б клас (2026-2027),867325357288,Я досліджую світ (ЯДС),2026-06-08T08:26:31Z
867323419328,03. 3-Б клас (2026-2027),867325564590,Читання,2026-06-08T08:26:26Z
867323419328,03. 3-Б клас (2026-2027),867323182901,Українська мова,2026-06-08T08:26:22Z
867323419328,03. 3-Б клас (2026-2027),867322416042,Математика,2026-06-08T08:26:17Z
867323697954,03. 3-А клас (2026-2027),867325552747,Мистецтво,2026-06-08T08:46:15Z
867323697954,03. 3-А клас (2026-2027),867319208562,Дизайн і технології,2026-06-08T08:26:13Z
867323697954,03. 3-А клас (2026-2027),867322979380,Я досліджую світ (ЯДС),2026-06-08T08:26:03Z
867323697954,03. 3-А клас (2026-2027),867323698796,Читання,2026-06-08T08:25:59Z
867323697954,03. 3-А клас (2026-2027),867325214044,Українська мова,2026-06-08T08:25:54Z
867323697954,03. 3-А клас (2026-2027),855023649436,Математика,2026-06-08T08:25:50Z
867312800722,04. 02 клас. Екстернат (2026-2027),867321143511,Фізична культура,2026-06-08T07:10:41Z
867312800722,04. 02 клас. Екстернат (2026-2027),867322017513,Дизайн і технології,2026-06-08T07:10:37Z
867312800722,04. 02 клас. Екстернат (2026-2027),867320191119,Мистецтво,2026-06-08T07:10:33Z
867312800722,04. 02 клас. Екстернат (2026-2027),867321671718,Англійська мова,2026-06-08T07:10:28Z
867312800722,04. 02 клас. Екстернат (2026-2027),867320977528,Я досліджую світ (ЯДС),2026-06-08T07:10:24Z
867312800722,04. 02 клас. Екстернат (2026-2027),867321886281,Математика,2026-06-08T07:10:19Z
867312800722,04. 02 клас. Екстернат (2026-2027),855021693291,Українська мова та читання,2026-06-08T07:10:15Z
867312800722,04. 02 клас. Екстернат (2026-2027),867295432775,Оголошення та виховна робота,2026-06-08T07:10:10Z
867271652276,02. 2-В клас (2026-2027),855008855176,Фізична культура,2026-06-07T12:14:57Z
867271652276,02. 2-В клас (2026-2027),867273039552,Дизайн і технології,2026-06-07T12:14:54Z
867271652276,02. 2-В клас (2026-2027),867272006755,Мистецтво,2026-06-07T12:14:50Z
867271652276,02. 2-В клас (2026-2027),855008768273,Я досліджую світ (ЯДС),2026-06-07T12:14:46Z
867271652276,02. 2-В клас (2026-2027),855008930002,Математика,2026-06-07T12:14:41Z
867271652276,02. 2-В клас (2026-2027),819797383377,Українська мова та читання,2026-06-07T12:14:38Z
867270615070,02. 2-Г клас (2026-2027),867273128618,Фізична культура,2026-06-07T12:15:58Z
867270615070,02. 2-Г клас (2026-2027),867272577291,Дизайн і технології,2026-06-07T12:15:54Z
867270615070,02. 2-Г клас (2026-2027),867272887378,Мистецтво,2026-06-07T12:15:50Z
867270615070,02. 2-Г клас (2026-2027),867272433572,Я досліджую світ (ЯДС),2026-06-07T12:15:46Z
867270615070,02. 2-Г клас (2026-2027),867272504239,Математика,2026-06-07T12:15:42Z
