id,name,courseState,section,enrollmentCode,guardiansEnabled,alternateLink,ownerId,creationTime,updateTime,calendarId,courseGroupEmail,teacherGroupEmail,teacherFolder.id,teacherFolder.title,teacherFolder.alternateLink,gradebookSettings.calculationType,gradebookSettings.displaySetting
867762012697,05. 5-Г клас. Основи християнської етики (2026-2027),ACTIVE,,jekn3l6j,True,https://classroom.google.com/c/ODY3NzYyMDEyNjk3,112650800097094238847,2026-06-12T05:29:19Z,2026-06-12T05:29:19Z,,05_5_2026_2027_38f58328@schoolgus.ukr.education,05_5_2026_2027_teachers_b2db00bc@schoolgus.ukr.education,1zK1sFKCWrnuYqEyZNwP0lHUqIpzF9gLeRzgZtExClKh7qvHjEiv5oKt__D1roi-6qQ77vBd8,05. 5-Г клас. Основи християнської етики (2026-2027),https://drive.google.com/drive/folders/1zK1sFKCWrnuYqEyZNwP0lHUqIpzF9gLeRzgZtExClKh7qvHjEiv5oKt__D1roi-6qQ77vBd8,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761841028,05. 5-Г клас. Друга мова (Польська) (Гр. 1) (2026-2027),ACTIVE,,hiu6vqwk,True,https://classroom.google.com/c/ODY3NzYxODQxMDI4,112650800097094238847,2026-06-12T05:29:16Z,2026-06-12T05:29:16Z,,05_5_1_2026_2027_69c39e65@schoolgus.ukr.education,05_5_1_2026_2027_teachers_732630f0@schoolgus.ukr.education,1enfU8ofBg_nv2MuasvdvKtBSLkzlOzgbMd6YZGMb3gvgaDevmh6G1lG4pTxTbTuZKHP3qLGz,05. 5-Г клас. Друга мова (Польська) (Гр. 1) (2026-2027),https://drive.google.com/drive/folders/1enfU8ofBg_nv2MuasvdvKtBSLkzlOzgbMd6YZGMb3gvgaDevmh6G1lG4pTxTbTuZKHP3qLGz,TOTAL_POINTS,HIDE_OVERALL_GRADE
867760844708,05. 5-Г клас. Фізична культура (2026-2027),ACTIVE,,h65b5cy6,True,https://classroom.google.com/c/ODY3NzYwODQ0NzA4,112650800097094238847,2026-06-12T05:29:12Z,2026-06-12T05:29:12Z,c_classroomceea0f33@group.calendar.google.com,05_5_2026_2027_e2729b4a@schoolgus.ukr.education,05_5_2026_2027_teachers_d687639d@schoolgus.ukr.education,1M9lNRDqx4u0JZ9TJTmY2jucL1EHuaBm_nLlfZP4VvbeIbj723GCwLVtwf0tpAAoVIclaw3bK,05. 5-Г клас. Фізична культура (2026-2027),https://drive.google.com/drive/folders/1M9lNRDqx4u0JZ9TJTmY2jucL1EHuaBm_nLlfZP4VvbeIbj723GCwLVtwf0tpAAoVIclaw3bK,TOTAL_POINTS,HIDE_OVERALL_GRADE
867760962116,05. 5-Г клас. Друга мова (Польська) (Гр. 2) (2026-2027),ACTIVE,,tnnodctk,True,https://classroom.google.com/c/ODY3NzYwOTYyMTE2,112650800097094238847,2026-06-12T05:29:09Z,2026-06-12T05:29:09Z,c_classroomd1fb57cc@group.calendar.google.com,05_5_2_2026_2027_c548e382@schoolgus.ukr.education,05_5_2_2026_2027_teachers_5aa462df@schoolgus.ukr.education,1URV8rf3S3LX-GjkNN26ZPCabjYNFto2bvqnyzQ08UshrEbE2sOmdqDudHbIwBnoo2hsMgLm4,05. 5-Г клас. Друга мова (Польська) (Гр. 2) (2026-2027),https://drive.google.com/drive/folders/1URV8rf3S3LX-GjkNN26ZPCabjYNFto2bvqnyzQ08UshrEbE2sOmdqDudHbIwBnoo2hsMgLm4,TOTAL_POINTS,HIDE_OVERALL_GRADE
867754884409,05. 5-Г клас. Логіка (2026-2027),ACTIVE,,rc5xfacr,True,https://classroom.google.com/c/ODY3NzU0ODg0NDA5,112650800097094238847,2026-06-12T05:29:05Z,2026-06-12T05:29:05Z,c_classroom2e33072a@group.calendar.google.com,05_5_2026_2027_d76bf7ea@schoolgus.ukr.education,05_5_2026_2027_teachers_ac615d1d@schoolgus.ukr.education,1TvQ7eVALYMoXxs6N2B4kawB2fVC-D_k6ZWkUbpanyhdjT_tWuaVxbri4fUeMLH3SXr_0VPD9,05. 5-Г клас. Логіка (2026-2027),https://drive.google.com/drive/folders/1TvQ7eVALYMoXxs6N2B4kawB2fVC-D_k6ZWkUbpanyhdjT_tWuaVxbri4fUeMLH3SXr_0VPD9,TOTAL_POINTS,HIDE_OVERALL_GRADE
867746134712,05. 5-Г клас. Мистецтво (2026-2027),ACTIVE,,4zfkp324,True,https://classroom.google.com/c/ODY3NzQ2MTM0NzEy,112650800097094238847,2026-06-12T05:29:02Z,2026-06-12T05:29:02Z,c_classroomeb39bda1@group.calendar.google.com,05_5_2026_2027_e9610d12@schoolgus.ukr.education,05_5_2026_2027_teachers_b99a9d63@schoolgus.ukr.education,1yQJT23OeKBE1fLO4eCDo4GPuhdJdKHTXS-q4HNkRSf-AbYoK20J2SwgqDzizHrhrQWsNQLtI,05. 5-Г клас. Мистецтво (2026-2027),https://drive.google.com/drive/folders/1yQJT23OeKBE1fLO4eCDo4GPuhdJdKHTXS-q4HNkRSf-AbYoK20J2SwgqDzizHrhrQWsNQLtI,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761437122,05. 5-Г клас. Технології (Трудове) (Гр. 2) (2026-2027),ACTIVE,,khyk2xv3,True,https://classroom.google.com/c/ODY3NzYxNDM3MTIy,112650800097094238847,2026-06-12T05:28:58Z,2026-06-12T05:28:58Z,c_classroom8ef4e4b5@group.calendar.google.com,05_5_2_2026_2027_e6af51ad@schoolgus.ukr.education,05_5_2_2026_2027_teachers_e1b1dda2@schoolgus.ukr.education,1MlFKIR-yw45cmSm9d8d7f-eKXh_GF14_TxXJObgBMRUKAHD8c7Gof-k56U46YF-Yhrwh6aKi,05. 5-Г клас. Технології (Трудове) (Гр. 2) (2026-2027),https://drive.google.com/drive/folders/1MlFKIR-yw45cmSm9d8d7f-eKXh_GF14_TxXJObgBMRUKAHD8c7Gof-k56U46YF-Yhrwh6aKi,TOTAL_POINTS,HIDE_OVERALL_GRADE
867760858967,05. 5-Г клас. Інформатика (Гр. 1) (2026-2027),ACTIVE,,x5zozq4p,True,https://classroom.google.com/c/ODY3NzYwODU4OTY3,112650800097094238847,2026-06-12T05:28:54Z,2026-06-12T05:28:54Z,c_classrooma5b9a296@group.calendar.google.com,05_5_1_2026_2027_222b08a0@schoolgus.ukr.education,05_5_1_2026_2027_teachers_2321c32e@schoolgus.ukr.education,1aSEuHMqQ6cfS5_uQXU_1YDLnugOnBJL9nocg2y8i_TxAMqEEntRhDsxRHmHQSJEKfBaQ0z7N,05. 5-Г клас. Інформатика (Гр. 1) (2026-2027),https://drive.google.com/drive/folders/1aSEuHMqQ6cfS5_uQXU_1YDLnugOnBJL9nocg2y8i_TxAMqEEntRhDsxRHmHQSJEKfBaQ0z7N,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761798952,05. 5-Г клас. Інформатика (Гр. 2) (2026-2027),ACTIVE,,4ulvkxxc,True,https://classroom.google.com/c/ODY3NzYxNzk4OTUy,112650800097094238847,2026-06-12T05:28:51Z,2026-06-12T05:28:51Z,c_classroom4a90e6d4@group.calendar.google.com,05_5_2_2026_2027_ee2c3761@schoolgus.ukr.education,05_5_2_2026_2027_teachers_11a1800f@schoolgus.ukr.education,1yxzUw7CLhgWqJksA0L19SSYOb7ZCRy6hh1G-Ua5yf9w2OvOwjEWHI1azrchuf9A7m0OM7-24,05. 5-Г клас. Інформатика (Гр. 2) (2026-2027),https://drive.google.com/drive/folders/1yxzUw7CLhgWqJksA0L19SSYOb7ZCRy6hh1G-Ua5yf9w2OvOwjEWHI1azrchuf9A7m0OM7-24,TOTAL_POINTS,HIDE_OVERALL_GRADE
867761895101,05. 5-Г клас. Технології (Трудове) (Гр. 1) (2026-2027),ACTIVE,,bx427fvd,True,https://classroom.google.com/c/ODY3NzYxODk1MTAx,112650800097094238847,2026-06-12T05:28:47Z,2026-06-12T05:28:47Z,c_classroom59d59648@group.calendar.google.com,05_5_1_2026_2027_5ead9cf6@schoolgus.ukr.education,05_5_1_2026_2027_teachers_c3dae614@schoolgus.ukr.education,1lW-JM7LKcaPCx3NLdrSKJUtx2NdKnbYpx4UPFz-Z9p5B8kxBbzDLDs1gmjDFOlEqHE4ijS4k,05. 5-Г клас. Технології (Трудове) (Гр. 1) (2026-2027),https://drive.google.com/drive/folders/1lW-JM7LKcaPCx3NLdrSKJUtx2NdKnbYpx4UPFz-Z9p5B8kxBbzDLDs1gmjDFOlEqHE4ijS4k,TOTAL_POINTS,HIDE_OVERALL_GRADE
