id,name,courseState,section,enrollmentCode,guardiansEnabled,alternateLink,ownerId,creationTime,updateTime,calendarId,courseGroupEmail,teacherGroupEmail,teacherFolder.id,teacherFolder.title,teacherFolder.alternateLink,gradebookSettings.calculationType,gradebookSettings.displaySetting
867792325184,11. 11-Б клас. Основи християнської етики (2026-2027),ACTIVE,,mmfn6khu,True,https://classroom.google.com/c/ODY3NzkyMzI1MTg0,112650800097094238847,2026-06-12T14:51:12Z,2026-06-12T14:51:12Z,c_classroom8b64a1c6@group.calendar.google.com,11_11_2026_2027_fd801d5e@schoolgus.ukr.education,11_11_2026_2027_teachers_5dbbe4d2@schoolgus.ukr.education,18-qX1cvjApEPyOXP2qcwsKi6W-azCszRsUoyuTycJ8Pt-ylz17VRBM1_tgtXD5gUEVCdizgt,11. 11-Б клас. Основи християнської етики (2026-2027),https://drive.google.com/drive/folders/18-qX1cvjApEPyOXP2qcwsKi6W-azCszRsUoyuTycJ8Pt-ylz17VRBM1_tgtXD5gUEVCdizgt,TOTAL_POINTS,HIDE_OVERALL_GRADE
867792512225,11. 11-Б клас. Захист України (2026-2027),ACTIVE,,v26dv7qu,True,https://classroom.google.com/c/ODY3NzkyNTEyMjI1,112650800097094238847,2026-06-12T14:51:11Z,2026-06-12T14:51:11Z,c_classrooma28fa76b@group.calendar.google.com,11_11_2026_2027_4a2ec152@schoolgus.ukr.education,11_11_2026_2027_teachers_b258fd10@schoolgus.ukr.education,1coAI-IaL0nw_C4rZ7CRw5DUkUF_FXqV6tCPcGrgbGxUyPKad6TkhwJhBr8wPpaSALGcmuqvZ,11. 11-Б клас. Захист України (2026-2027),https://drive.google.com/drive/folders/1coAI-IaL0nw_C4rZ7CRw5DUkUF_FXqV6tCPcGrgbGxUyPKad6TkhwJhBr8wPpaSALGcmuqvZ,TOTAL_POINTS,HIDE_OVERALL_GRADE
867776443513,11. 11-Б клас. Фізична культура (2026-2027),ACTIVE,,66echmxe,True,https://classroom.google.com/c/ODY3Nzc2NDQzNTEz,112650800097094238847,2026-06-12T14:51:12Z,2026-06-12T14:51:12Z,c_classroom3f261498@group.calendar.google.com,11_11_2026_2027_34c83dc1@schoolgus.ukr.education,11_11_2026_2027_teachers_423419b5@schoolgus.ukr.education,1VnGXwgFk1OFDyHzQ07NrVZf8rDPl-b4k4C2aijPJoPnTNwmWpbT3Go2MOIgN-YO2twyZ0HF1,11. 11-Б клас. Фізична культура (2026-2027),https://drive.google.com/drive/folders/1VnGXwgFk1OFDyHzQ07NrVZf8rDPl-b4k4C2aijPJoPnTNwmWpbT3Go2MOIgN-YO2twyZ0HF1,TOTAL_POINTS,HIDE_OVERALL_GRADE
867791530436,11. 11-Б клас. Технології (2026-2027),ACTIVE,,hgrnvopx,True,https://classroom.google.com/c/ODY3NzkxNTMwNDM2,112650800097094238847,2026-06-12T14:51:11Z,2026-06-12T14:51:11Z,,11_11_2026_2027_89e33223@schoolgus.ukr.education,11_11_2026_2027_teachers_f113cd2f@schoolgus.ukr.education,1fUGsmY-9a2Wq6oRWpb_yB8DPr0tkazqCnv9OMzNeHo0-GWqCWkx1qUxkcZb9BO0B6vuPrZok,11. 11-Б клас. Технології (2026-2027),https://drive.google.com/drive/folders/1fUGsmY-9a2Wq6oRWpb_yB8DPr0tkazqCnv9OMzNeHo0-GWqCWkx1qUxkcZb9BO0B6vuPrZok,TOTAL_POINTS,HIDE_OVERALL_GRADE
867792466333,11. 11-Б клас. Мистецтво (2026-2027),ACTIVE,,dlwgwdeh,True,https://classroom.google.com/c/ODY3NzkyNDY2MzMz,112650800097094238847,2026-06-12T14:51:10Z,2026-06-12T14:51:10Z,c_classroom483a51b0@group.calendar.google.com,11_11_2026_2027_043c7cfc@schoolgus.ukr.education,11_11_2026_2027_teachers_e76433a8@schoolgus.ukr.education,1hlSypxYHAP69oWT3CpcDHrV0Bdo1-2_GonHlakP-9VwhEtkF_hnDzh8QZfiFzSKHxN-mSfLz,11. 11-Б клас. Мистецтво (2026-2027),https://drive.google.com/drive/folders/1hlSypxYHAP69oWT3CpcDHrV0Bdo1-2_GonHlakP-9VwhEtkF_hnDzh8QZfiFzSKHxN-mSfLz,TOTAL_POINTS,HIDE_OVERALL_GRADE
867786158258,11. 11-Б клас. Фізика і астрономія (2026-2027),ACTIVE,,cpzpiy6x,True,https://classroom.google.com/c/ODY3Nzg2MTU4MjU4,112650800097094238847,2026-06-12T14:51:08Z,2026-06-12T14:51:08Z,c_classroomd919ec61@group.calendar.google.com,11_11_2026_2027_4717b430@schoolgus.ukr.education,11_11_2026_2027_teachers_ad5ed7b7@schoolgus.ukr.education,1nXwOLuXZ4NqILTQucYM8CkATfH_cF7o0hIShNU86KNCICgWsYQke-fmKnV4HNkTWhXL9qsvS,11. 11-Б клас. Фізика і астрономія (2026-2027),https://drive.google.com/drive/folders/1nXwOLuXZ4NqILTQucYM8CkATfH_cF7o0hIShNU86KNCICgWsYQke-fmKnV4HNkTWhXL9qsvS,TOTAL_POINTS,HIDE_OVERALL_GRADE
867791354337,11. 11-Б клас. Хімія (2026-2027),ACTIVE,,h2ell2bp,True,https://classroom.google.com/c/ODY3NzkxMzU0MzM3,112650800097094238847,2026-06-12T14:51:09Z,2026-06-12T14:51:09Z,,11_11_2026_2027_401b672c@schoolgus.ukr.education,11_11_2026_2027_teachers_195f07a9@schoolgus.ukr.education,1MPrhueEyzBd86pLEdlMM8-8sD8jA5cli5FxEsbdmfOX6IQPMFspMUUIAsNStRIzYYpORNKbO,11. 11-Б клас. Хімія (2026-2027),https://drive.google.com/drive/folders/1MPrhueEyzBd86pLEdlMM8-8sD8jA5cli5FxEsbdmfOX6IQPMFspMUUIAsNStRIzYYpORNKbO,TOTAL_POINTS,HIDE_OVERALL_GRADE
867787422615,11. 11-Б клас. Інформатика (2026-2027),ACTIVE,,jsvvnw5i,True,https://classroom.google.com/c/ODY3Nzg3NDIyNjE1,112650800097094238847,2026-06-12T14:51:09Z,2026-06-12T14:51:09Z,,11_11_2026_2027_778bb148@schoolgus.ukr.education,11_11_2026_2027_teachers_d1e6525a@schoolgus.ukr.education,1utCD3g10dspunEGL4H79NIqweTdJyhUkU70nkMpagX1vWVaXe2901N-mWmCTuwxVxvMynMH_,11. 11-Б клас. Інформатика (2026-2027),https://drive.google.com/drive/folders/1utCD3g10dspunEGL4H79NIqweTdJyhUkU70nkMpagX1vWVaXe2901N-mWmCTuwxVxvMynMH_,TOTAL_POINTS,HIDE_OVERALL_GRADE
867792390116,11. 11-Б клас. Географія (2026-2027),ACTIVE,,4r25e4he,True,https://classroom.google.com/c/ODY3NzkyMzkwMTE2,112650800097094238847,2026-06-12T14:51:07Z,2026-06-12T14:51:07Z,,11_11_2026_2027_c9bddba9@schoolgus.ukr.education,11_11_2026_2027_teachers_5272a935@schoolgus.ukr.education,1k9fMzrwOik4rqANPqU0MdMpfGIpDZ8PlNnIE_nSMjywf0L2Z6SEIljNBYGXTcvtcygryivLp,11. 11-Б клас. Географія (2026-2027),https://drive.google.com/drive/folders/1k9fMzrwOik4rqANPqU0MdMpfGIpDZ8PlNnIE_nSMjywf0L2Z6SEIljNBYGXTcvtcygryivLp,TOTAL_POINTS,HIDE_OVERALL_GRADE
867789515128,11. 11-Б клас. Біологія і екологія (2026-2027),ACTIVE,,r6xjggqh,True,https://classroom.google.com/c/ODY3Nzg5NTE1MTI4,112650800097094238847,2026-06-12T14:51:07Z,2026-06-12T14:51:07Z,,11_11_2026_2027_c8a63706@schoolgus.ukr.education,11_11_2026_2027_teachers_1e3c5d52@schoolgus.ukr.education,1ZghWiNYy2D1tFhM7yfb18JBXHFcOCFPqs_u1thBB5MaDcrm5ZbhoNpO7WKr99RQuhieUi4S3,11. 11-Б клас. Біологія і екологія (2026-2027),https://drive.google.com/drive/folders/1ZghWiNYy2D1tFhM7yfb18JBXHFcOCFPqs_u1thBB5MaDcrm5ZbhoNpO7WKr99RQuhieUi4S3,TOTAL_POINTS,HIDE_OVERALL_GRADE
867790497516,11. 11-Б клас. Всесвітня історія (2026-2027),ACTIVE,,segca7oh,True,https://classroom.google.com/c/ODY3NzkwNDk3NTE2,112650800097094238847,2026-06-12T14:51:05Z,2026-06-12T14:51:05Z,c_classroomab895d3c@group.calendar.google.com,11_11_2026_2027_ebb43430@schoolgus.ukr.education,11_11_2026_2027_teachers_bee3eff3@schoolgus.ukr.education,1Z2O8zeIwDgeY9YLbXsVU9Mc7qznkUCW6x2TMF040qRT4ERH_B1m3Xa4IJ4gUYnEGTbod-43e,11. 11-Б клас. Всесвітня історія (2026-2027),https://drive.google.com/drive/folders/1Z2O8zeIwDgeY9YLbXsVU9Mc7qznkUCW6x2TMF040qRT4ERH_B1m3Xa4IJ4gUYnEGTbod-43e,TOTAL_POINTS,HIDE_OVERALL_GRADE
867791538027,11. 11-Б клас. Геометрія (2026-2027),ACTIVE,,rhijwxkr,True,https://classroom.google.com/c/ODY3NzkxNTM4MDI3,112650800097094238847,2026-06-12T14:51:06Z,2026-06-12T14:51:06Z,c_classroomd115afd3@group.calendar.google.com,11_11_2026_2027_ae21afa1@schoolgus.ukr.education,11_11_2026_2027_teachers_7cbef094@schoolgus.ukr.education,1vzAV3PXlNEN3YnQFp0s9fiJXV9CKPxbB0b3hNrOnJkSRTw3LFvImvmH5eVpxa7EcS-FgDjzS,11. 11-Б клас. Геометрія (2026-2027),https://drive.google.com/drive/folders/1vzAV3PXlNEN3YnQFp0s9fiJXV9CKPxbB0b3hNrOnJkSRTw3LFvImvmH5eVpxa7EcS-FgDjzS,TOTAL_POINTS,HIDE_OVERALL_GRADE
867791303619,11. 11-Б клас. Алгебра і початки аналізу (2026-2027),ACTIVE,,nea6iffo,True,https://classroom.google.com/c/ODY3NzkxMzAzNjE5,112650800097094238847,2026-06-12T14:51:06Z,2026-06-12T14:51:06Z,,11_11_2026_2027_6df44466@schoolgus.ukr.education,11_11_2026_2027_teachers_7975e563@schoolgus.ukr.education,1WsjtUPEukrE01816PcgwA23uhen-TRlMgsnu3VxdSMZLniTJITNVKkJePcd4qwRuAh7TEy_s,11. 11-Б клас. Алгебра і початки аналізу (2026-2027),https://drive.google.com/drive/folders/1WsjtUPEukrE01816PcgwA23uhen-TRlMgsnu3VxdSMZLniTJITNVKkJePcd4qwRuAh7TEy_s,TOTAL_POINTS,HIDE_OVERALL_GRADE
867792694890,11. 11-Б клас. Історія України (2026-2027),ACTIVE,,ec6keuqf,True,https://classroom.google.com/c/ODY3NzkyNjk0ODkw,112650800097094238847,2026-06-12T14:51:04Z,2026-06-12T14:51:04Z,,11_11_2026_2027_97e5aa7e@schoolgus.ukr.education,11_11_2026_2027_teachers_991d6034@schoolgus.ukr.education,16qHES23JBFp38i2vytsnHxHzLKHOMiMlbKFjey-wDpvSptkbL2CzaCD4I5gUbgGiEaKFl0VT,11. 11-Б клас. Історія України (2026-2027),https://drive.google.com/drive/folders/16qHES23JBFp38i2vytsnHxHzLKHOMiMlbKFjey-wDpvSptkbL2CzaCD4I5gUbgGiEaKFl0VT,TOTAL_POINTS,HIDE_OVERALL_GRADE
